mean_AcX 1,mean_AcX 2,mean_AcX 3,mean_AcY 1,mean_AcY 2,mean_AcY 3,mean_AcZ 1,mean_AcZ 2,mean_AcZ 3,mean_GyX 1,mean_GyX 2,mean_GyX 3,mean_GyY 1,mean_GyY 2,mean_GyY 3,mean_GyZ 1,mean_GyZ 2,mean_GyZ 3,max_AcX 1,max_AcX 2,max_AcX 3,max_AcY 1,max_AcY 2,max_AcY 3,max_AcZ 1,max_AcZ 2,max_AcZ 3,max_GyX 1,max_GyX 2,max_GyX 3,max_GyY 1,max_GyY 2,max_GyY 3,max_GyZ 1,max_GyZ 2,max_GyZ 3,iqr_AcX 1,iqr_AcX 2,iqr_AcX 3,iqr_AcY 1,iqr_AcY 2,iqr_AcY 3,iqr_AcZ 1,iqr_AcZ 2,iqr_AcZ 3,iqr_GyX 1,iqr_GyX 2,iqr_GyX 3,iqr_GyY 1,iqr_GyY 2,iqr_GyY 3,iqr_GyZ 1,iqr_GyZ 2,iqr_GyZ 3,activity
-0.14039939048928826,-0.04558220080819235,0.8085415486804471,0.2838445475536124,-0.44505349771397057,-1.43717897331528,-0.29470825852795735,0.5303488512125092,0.046705594681865595,0.04454798579590244,0.01728812653354525,0.41361234638251354,-0.05867093153936662,0.03657726161141516,0.06848064739343651,-0.044630315652656724,-0.02151946335959389,-0.22823348631338164,-0.025026087563599125,0.049559151872564634,1.0839244610053929,0.45187702531634444,-0.3241763706051187,-1.2466687149930988,0.06948695565512017,0.637549871477714,0.8946619604092716,0.34926321353341083,0.16308864401020332,0.9781236971696888,0.4958286507902931,0.28234134448151565,0.7029473151326873,0.2610954626871084,0.06819842806157397,0.62467742721772,0.056548340708326275,0.05475971976393215,0.15360171661640343,0.11986104871483716,0.08631792728096338,0.17708187655256324,0.2230666297328565,0.0712894409302749,0.5381261551731615,0.1735046379196358,0.07108583020512138,0.6673239384305409,0.380015081759403,0.1124303089062306,0.3684308704066539,0.2927515614134857,0.05913496172234099,0.4529750892642969,0
-0.14528311082318918,-0.044586569539757204,0.8186970340765728,0.27272107901757636,-0.45043435551849803,-1.3908471297826805,-0.24492237305134873,0.5147947913731764,0.06953518914375731,0.05911063722382958,0.028820932552837675,0.33985549002966436,-0.051853691284773705,0.05543653923439575,0.020154000755680627,-0.04556179789351783,-0.017995258570080632,-0.33233539773703086,-0.025026087563599125,0.049559151872564634,1.0839244610053929,0.39694071132204406,-0.3241763706051187,-1.164606381956545,0.06948695565512017,0.637549871477714,1.0142455504477519,0.34926321353341083,0.16308864401020332,0.9781236971696888,0.4958286507902931,0.28234134448151565,0.3871494262126982,0.2610954626871084,0.06819842806157397,0.5159634057942887,0.06260709149850409,0.04831739979170484,0.13032872925028172,0.10987262798860076,0.07574838516492705,0.1943581571918378,0.19397098237639693,0.085966678768861,0.5381261551731615,0.1452596968629509,0.07518693579387839,0.6322016258815651,0.380015081759403,0.09066960395663756,0.28948139817665663,0.2707951943074743,0.07227606432730566,0.3261420642702938,0
-0.13378984417273063,-0.04982827533534217,0.8088800648603182,0.26459413669941134,-0.4626053434096914,-1.3316366043189853,-0.2546209221701685,0.5211994042481957,0.07170943623536602,0.07609428359947261,0.037221985213442915,0.25460405866078645,-0.07276603639007904,0.04475401135005009,0.067523684093679,-0.06312689157832699,-0.0009118251836265612,-0.31454583059501506,-0.025026087563599125,0.03506393193505319,1.0094509014338033,0.39694071132204406,-0.3805472618906458,-1.164606381956545,0.06948695565512017,0.637549871477714,1.0142455504477519,0.34926321353341083,0.16308864401020332,0.9781236971696888,0.4958286507902931,0.28234134448151565,0.3871494262126982,0.22450151751042274,0.06819842806157397,0.38007087901499964,0.06260709149850409,0.03865391983336387,0.11171033935738428,0.0973871020808052,0.04932452987483621,0.09070047335619091,0.17457388413875727,0.07757968571824031,0.47833436015392133,0.11903225159602922,0.07518693579387839,0.3336619692152704,0.33441327194827464,0.09792317227316857,0.21053192594665937,0.20492609298943998,0.05584968607109982,0.3352015660555797,0
-0.13393672297976522,-0.04918404333811942,0.7909387073271622,0.29346975298071293,-0.46984387831340113,-1.3149100235182332,-0.21088928250712632,0.5208181772913493,0.07007875091665951,0.062448675712346885,0.02032045915068679,0.07899249591590735,-0.0162013672506188,0.003276788885522796,0.09958195463555668,-0.07457081625176323,0.0027915764595907526,-0.2040199088145264,-0.03512400554722882,0.03506393193505319,1.0094509014338033,0.49183070822129016,-0.3928783943593549,-1.164606381956545,0.06948695565512017,0.6186791371138177,1.0142455504477519,0.34926321353341083,0.10020502498259592,0.5742171028564667,0.4958286507902931,0.14452354646742657,0.3871494262126982,0.22450151751042274,0.06819842806157397,0.38007087901499964,0.06462667509523003,0.03865391983336387,0.11171033935738428,0.11986104871483719,0.04403975881681804,0.07774326287673516,0.23276517885167633,0.06709594440496464,0.4633864113991113,0.10087478948816035,0.07655397099013073,0.33366196921527047,0.31414580092110644,0.11605709306449609,0.17105718983166074,0.2561576162368,0.04927913476861749,0.5526296089024423,0
-0.1309624271373143,-0.04350308845351898,0.7873842874385185,0.3050472406406688,-0.4783315409217334,-1.3115332959387382,-0.18044171618258892,0.5199032325949183,0.07877573928309442,0.040439630733111916,0.02847295995742798,0.025989733341998333,-0.06484329771582241,-0.011823821518891747,0.1646554590190695,-0.023805034124833778,0.007450694655896409,-0.20484349988591613,-0.03916317274068069,0.03506393193505319,1.0094509014338033,0.49183070822129016,-0.3928783943593549,-1.164606381956545,0.06948695565512017,0.6186791371138177,1.0142455504477519,0.19593353351140708,0.10020502498259592,0.41616669638607534,0.4958286507902931,0.14452354646742657,0.43978240769936305,0.36355850918182847,0.07805425501529747,0.38007087901499964,0.0686658422886819,0.043485659812534355,0.12567413177705733,0.0948899968992461,0.05460930093285438,0.09070047335619091,0.19073813267012366,0.060805699616999165,0.4633864113991113,0.0847348231700547,0.08065507657888772,0.2809785003918067,0.253343387839602,0.10517674058969959,0.15789894445999453,0.21224488202477715,0.05584968607109982,0.5707486124730141,0
-0.12927332085641624,-0.03943271356197536,0.7553945084407219,0.28693187759626726,-0.47391155058230006,-1.309334496584649,-0.2078327700575589,0.521085036161142,0.08013464371534988,0.025473480147232126,0.012167958343945606,0.003958464561277112,-0.08584776768943303,-0.01835203300376965,0.14431998889922182,0.019043148954776407,0.008824537200960896,-0.08311673953452878,-0.03916317274068069,0.03506393193505319,0.9303227443889894,0.49183070822129016,-0.35764658730590043,-1.164606381956545,0.05008985741748048,0.6186791371138177,1.0142455504477519,0.1394436513980373,0.10020502498259592,0.41616669638607534,0.37422382462728415,0.14452354646742657,0.43978240769936305,0.36355850918182847,0.1043364602252268,0.40724938437085745,0.06866584228868192,0.0402644998264207,0.14429252166995477,0.11736394353327811,0.05108612022750891,0.10365768383564689,0.17780673384503054,0.060805699616999165,0.4633864113991113,0.09885729369839713,0.10116060452267274,0.3512231254897584,0.24827652008280995,0.10517674058969959,0.14474069908832832,0.15003517522441143,0.05584968607109982,0.46203459104958283,0
-0.11899180436399329,-0.049184043338119425,0.7272130364664724,0.28370834181643645,-0.4822710975286196,-1.3418453156058292,-0.20360067589661926,0.5530318551448694,0.05132586975153415,8.971493784777857e-05,0.012466220568582471,-0.16462863567380692,0.016687210734376786,-0.04842137075229817,0.2053263992587651,-0.03385173543697839,0.01933741928493263,-0.022171000251696063,-0.03512400554722882,0.02540045197671222,0.9023951595496433,0.49183070822129016,-0.35764658730590043,-1.164606381956545,0.06948695565512017,0.7381937880851609,0.9843496529381319,0.14347864297756371,0.10567316576760527,0.31079975873914784,0.37422382462728415,0.0647342949855855,0.43978240769936305,0.36355850918182847,0.1043364602252268,0.40724938437085745,0.0626070914985041,0.03865391983336387,0.12567413177705733,0.15232341607510558,0.08279474657561792,0.11661489431510264,0.15194393619484428,0.05451545482903375,0.4633864113991113,0.12508473896531883,0.09432542854141107,0.2809785003918067,0.2685439911099781,0.07616246732357555,0.17105718983166074,0.3732582408021943,0.06242023737358216,0.2808445553438641,0
-0.11715581927606065,-0.04367878808912519,0.6791437389248101,0.3336050435352267,-0.48211095295110395,-1.3785181476901074,-0.16110339703051776,0.5601226765422122,0.11981465313720925,-0.011098216259930006,0.033717404073959664,-0.3108651733777245,0.009409346138257309,-0.053564810104020165,0.32494681172845796,-0.023938103016385357,0.061747341328227685,-0.06911569132090499,-0.03512400554722882,0.02540045197671222,0.9023951595496433,0.49432781340284926,-0.35764658730590043,-1.177563592436001,0.06948695565512017,0.7381937880851609,0.9843496529381319,0.14347864297756371,0.19179638313150232,0.13518819599426865,0.37422382462728415,0.07924143161864751,1.1634859031410048,0.36355850918182847,0.33102048016086727,0.40724938437085745,0.04847000632142254,0.04831739979170484,0.11171033935738439,0.1822886782538149,0.08455633692829062,0.11229582415528405,0.15194393619484425,0.0712894409302749,0.4185425651346812,0.11297976422673958,0.10936281570018674,0.42146775058771013,0.23307591681243384,0.07616246732357555,0.2368484166899918,0.37691763531986283,0.09527299388599382,0.2083685410615766,0
-0.11847772853937216,-0.04461585281235825,0.6280277957643102,0.29909959011731896,-0.47797922285119887,-1.3974435278449486,-0.143352113188799,0.5849786741285967,0.11166122654367652,-0.025330732013168628,0.07589665367469078,-0.25339229829758225,-0.06032917916886225,-0.05376263469447102,0.4957647607351794,0.05776619639628745,0.0826536409270351,-0.17321760274455433,-0.014928169579969432,0.02540045197671222,0.9023951595496433,0.49432781340284926,-0.35764658730590043,-1.177563592436001,0.11474685154294613,0.840934452955263,1.2085688842602824,0.14347864297756371,0.22733929823406301,0.5215336340330029,0.32862201481615577,0.07924143161864751,1.6766574726359869,0.36355850918182847,0.33102048016086727,0.40724938437085745,0.05452875711160035,0.054759719763932145,0.19549309387542246,0.18478578343537397,0.06870202375423617,0.11229582415528383,0.1681081847262107,0.11951465097134317,0.44843846264430126,0.14122470528342448,0.09842653413016807,0.5092735319601498,0.23307591681243384,0.10154995643143408,0.40790560652165253,0.3439830846608457,0.06570551302482333,0.3170825624850078,0
-0.11363072790722989,-0.04139469282624459,0.5523694295631726,0.2864778584723476,-0.46151636028258486,-1.4302684610595697,-0.15305066230761888,0.5836443797796343,0.00865627057871275,-0.04976077194011945,0.08653467302007259,-0.1777196794420616,-0.10150899530133572,-0.056136529779881164,0.5460053339724503,-0.04576140123084521,0.06778030206959781,-0.17552365774444528,-0.014928169579969432,0.02540045197671222,0.9023951595496433,0.49432781340284926,-0.341792274131846,-1.1862017327556382,0.11474685154294613,0.840934452955263,1.2085688842602824,0.14347864297756371,0.22733929823406301,0.5215336340330029,0.32862201481615577,0.2605806395319227,1.6766574726359869,0.3013488023814627,0.33102048016086727,0.40724938437085745,0.06462667509523004,0.05637029975698897,0.23272987366121728,0.15482052125666468,0.04227816846414528,0.0950195435160095,0.17780673384503054,0.12161139923399833,0.4334905138894912,0.08675231895981789,0.10526171011142975,0.7375685635284928,0.2685439911099781,0.1233106613810271,0.43422209726498495,0.36228005724918855,0.08213189128102916,0.3170825624850078,0
