0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
-0.43808833371339534,-0.6195496277965431,0.5941041279901642,-0.5171670577149986,-0.11745151848757826,-0.0917737313428081,-1.9565034784934299,-0.7211498512403964,0.5564892600146747,0.5656903094190725,0.5534780851569099,-0.30904879248526984,-0.41819416891040795,0.8173613067395261,0.28361948444946855,-0.11177354968180066,-0.20294863150832437,-0.38297969177098484,0.048527815847218686,-0.2073626909499717,0.4242955374432194,-0.28944744630944025,-0.8153608648131986,-0.382976371059418,-0.3143523514737123,-1.1143538759770546,-0.27227913649048446,-0.35940541709868906,-0.03138174806914427,0.11607721361553104,0.2519364806019055,-0.7042687545214074,1.3275647864336173,-0.06827115025777473,0.6540288020271456,-1.7932760234452612
-0.3642530479432332,-0.46790004232946325,0.555626582496102,-0.20314813228584622,-0.16398964873272182,-0.4548200687328991,-2.0462004083484757,-0.6504623179652143,0.335605527203761,-0.4196067435821063,-0.6691025685559618,-0.964842722403996,0.6011431458958112,-0.09734791660830679,0.30073150256088116,0.23252999085133616,-0.3988689358366475,0.17557152575848017,-0.22029962650439797,-0.17578684299593406,0.5060930472194287,-0.4169650851530275,-0.5864154119135714,-0.6178450419116199,-0.6841506196876261,-1.125498072990523,-0.3002393199325534,-0.16270366909106682,-0.05113805756968443,-0.5206556882664264,-0.2801522432658126,-0.8627629466542562,0.2300135863020086,0.14751307560718005,1.0687707760487406,-1.4192548928901698
-0.36006478400206265,-0.4961561189378597,0.45676652792162686,-0.216888428797226,-0.1056548112339054,-0.4956627816892841,-1.9555173729916824,-0.6596015258661708,0.27468845189416224,0.20578769087331544,-0.020218421302084094,-0.29516864920765884,0.1665628296376612,0.7473939086659546,-0.18981301663294617,-0.002733866316285618,0.5036554118153371,0.0663229943736302,0.014032721007433446,0.03292171186902819,0.4072209148392212,-0.5563317107879975,0.6522936316510766,-0.3455420503877482,-0.5594601736830533,-0.7841474898974664,-0.26344783309113995,0.03340009834233165,-0.024098690969452906,-0.6339249718184307,-0.009580282251488388,-0.5507161668663227,-0.36535277974548,-0.12694785916521614,0.7105864899864138,-1.6445076562721066
-0.25240355563793715,-0.7023180828683222,0.5740405623935595,-0.31974380024703336,0.48999481449536203,-0.6896816473842878,-2.2035905805881977,-0.6580469183366265,-0.42720283660811875,1.0350703782982937,0.3404190155083876,-0.21548634520655938,-0.16868057065506922,0.34077750609166535,0.20156955145372113,0.25216940849315506,1.2623719779472584,-0.19400708483209486,-0.14434843421156304,-0.054848578387074166,0.3238716793445412,-0.4323004401663221,0.41922799115629605,-0.05128036655402994,-0.09325433998933158,-0.5589356237681063,-0.5792057615065812,-0.41793624160320403,-0.10174202809219429,-0.6042797801803576,-0.3294727269017708,-0.32494031254874484,-0.6325629127011874,0.07358409129420264,0.3906170719095092,-1.7445605629409684
-0.27896476405030624,-0.5474096052104942,0.4839271482703767,-0.2611408450688375,0.31347667153662845,-0.3242064788637706,-2.0196142306052796,-0.7712506120788879,-0.850774292721869,0.060109148461523834,-0.7161016992351854,0.6013857906498732,-0.2958298293744798,-0.2652380839947777,0.7673630733682473,0.01346865323821495,-0.5396391932585967,0.027305661736183765,-0.32105593913957414,-0.12660027911845817,0.48845700635206174,-0.516606251197913,-0.486266207156674,-0.11307833798131225,-0.1828997610447268,-0.5258893535978805,-0.5176616305172593,-0.8016928821006434,-0.16597364446651883,-0.2371519247874767,-0.6384709619677581,-0.5457998240919544,0.42023211143331773,0.14544757840738007,0.46758463849283344,-1.747124799338851
-0.2942252748468613,-0.9323662452423144,0.20069711997260808,0.008783145997145098,0.3167441912647329,-0.9762517624702864,-2.2654832023743587,-0.5205583706101224,-0.6007769446980669,0.5798827830179621,0.25185005862747034,-1.5798530214576432,-0.7253760119083411,0.23069336058990594,0.8110206580371077,0.19083714381589156,-1.3078480221971232,0.0036539178281234635,-0.29302662879134145,-0.09919768051415727,0.4052755926401879,-0.6860602827792399,-0.6249356504000254,0.03532928580165345,-0.8911329223979162,-0.5438419803310715,-0.14447989280504767,-1.105397216461125,-0.45726549321706705,0.2281578747983407,-1.0467016148103254,-0.6721184117840804,0.7624934036956738,-0.22457252736206945,0.47731340947704815,-1.5288846514730932
-0.3832449211601042,-0.7093543273710656,-0.02982289086868835,0.002464184420994095,0.0008999681348153796,-1.0459528242526623,-2.0556554199240558,-0.5348560489500211,0.11044968781270544,0.6405607498537947,-0.3237110574500692,0.802219468691354,-0.7109215685415713,-0.4583986434619968,-0.19793025599348804,0.153276757575913,0.20692727648087086,-0.04871780082543868,-0.37150386233631966,-0.17511130194358307,0.03692701910348624,-0.8816307123856294,-0.8726438628360468,-0.3281748760073546,-0.4452059962278046,-1.0832794767841911,-0.2165910716035817,-0.4759770938647001,-0.9845809959628259,0.04174721763861106,-0.9502865228741598,-1.0047649068591125,-0.3724412693626666,-0.20313931654705258,0.17745943151132004,-1.5077904067823669
-0.2529518374629626,-0.8447835176160272,0.2036126667897055,0.14449318059522548,0.017958343185951534,-0.9340028841226016,-2.1655191740599404,-0.5014202097350523,0.5712042937907621,-0.2683232025388691,0.4859682486736843,0.48468977124181145,-0.2831198877933548,0.485924320605463,-0.37607075223024466,-0.13223127639202872,-1.206850345934848,-0.05322289490316441,-0.30321943224119735,-0.4137400821613207,-0.36054012664490453,-0.8544919540492205,-0.6917324613501179,-0.8245823596731078,-0.6023491636718928,-1.1524019636594198,-0.6098174555718323,0.3454203319500281,-0.8848498617751741,-1.1015084992008342,-1.0442159682348655,-1.0020381668579939,-0.5134864353210093,-0.33740638011434015,0.19897492732774988,-1.69306110438479
-0.2602013415938617,-0.5842202738195974,0.43397922779852316,0.049374107897528406,-0.14695529956193876,-0.6497018086452906,-2.047959929930025,-0.5500252496928459,0.4188324924319515,-0.2424579336249506,0.05551763408648967,-0.5103965499074029,0.3324898709065431,-0.15341659903746685,0.5413966803585684,0.21485451497369917,0.4889424044650994,-0.36793589547572203,-0.4830717367142334,-0.2885297686305936,-0.351930700645011,-0.7574347969315797,-0.6913002791350817,-0.791409404668986,-1.0739202926430027,-1.1508460583236741,-0.6630575142319873,0.015541652498504472,-0.6387662228644343,-1.8736678736994663,-0.8692909091825985,-1.086651713685981,-0.775927337702193,-0.2673443804003554,0.17615746149930284,-1.519921523684049
-0.1864269760264794,-0.4865646066946421,0.12627395122038393,0.08128387959516342,-0.17487337253295437,-1.0420858694265882,-2.0931467643924613,-0.41847247617005595,-0.6491941526064707,0.06427433093076311,0.3726109521579841,-0.2925982523043976,-0.2534135145292355,0.0006538226798449047,1.5108583218243659,-0.09119307661131149,-0.8482326571013187,-0.10157220813018568,-0.5198178969135631,-0.2772886850245904,-0.3944405875709118,-0.7772196560659849,-0.6495435873529374,-0.9471374328016934,-1.144062332927399,-1.1281987928726684,-0.6829240375758596,-0.6170401861660092,0.059878373798414083,-2.1279377787625893,-0.8713520508698315,-0.8000216934641363,-1.2728010696181966,-0.21752252669904754,1.4710029261490436,-1.5194569292359021
-0.1895186763175975,-0.6735065132728655,-0.2510975493031361,0.17093045597457318,-0.18136036022845656,-0.8302662282099049,-1.986647370203716,-0.39235035874180635,-0.008061713244145473,-0.18486528713670256,-0.21309583390281847,-0.4216321768481134,0.07559952224333572,-0.32778230439462946,1.4614967311183682,0.04182306245859095,0.8240192815382492,-0.18893885399465335,-0.4903067322497298,-0.3318800977853684,-0.5255359203369299,-0.7655238034518098,-0.45190866535688623,-1.1456743478220301,-1.3476891921573833,-1.297370672299485,-0.7118276725867021,-0.3119509794625475,0.5444467627652183,-1.968050486040874,-0.421815786186916,-0.4533353673803958,-1.0965738993891663,-0.2836064872211621,1.523623977937812,-1.5318198553312514
-0.17287223090778212,-0.44012539297651926,-0.15626555283122995,0.12486699775590401,-0.17004417058185692,-1.0080183169919197,-2.0461424021424905,-0.38600237799616766,-1.3156427791104481,0.19411489555828654,-0.1019321957618778,-0.5763700704244422,0.18301098933088167,-0.03156592722310908,-0.259796783011672,0.020669773040215205,0.9598535623007638,-0.258687364090872,-0.5141928670274889,-0.28337625027323227,-0.06555358194863403,-0.8225764472090932,-0.2611899423745581,-0.9741865804545276,-1.2976517284803792,-0.9800726522519932,-0.7990885904086126,-0.3800589677403039,0.7733919087629705,-1.358702039303281,-0.5291824177004769,-0.22640591155211365,-0.4382234136171087,0.02096355151463641,0.7581114741959711,-1.579106303105431
-0.23237603897379502,-0.5222272564638246,0.20203980600679777,0.07234678129119808,-0.011497386127702174,-1.255311676034571,-2.1800013901542346,-0.34959865167934195,-0.8961852034072125,-0.5639483138432779,-0.028883371882384365,-0.6562237342190924,-0.09366699387235153,0.2507517343039999,-1.5563612322225482,-0.2600102374241127,0.3410529499381967,1.0343550843249556,-0.4737412034163535,-0.47292981471370765,-0.050288228313646564,-0.6479455574274623,-0.4026340890963034,-0.9111031636678242,-1.3812223988615615,-1.1431243303892018,-0.8803280230225131,-0.5469916716912279,0.670033473635209,-1.360717029663853,-0.5851257503098297,-0.47873709898305306,-1.0264198094535995,0.34054265438627096,0.7477919382264916,-1.3691939005483393
