mean_AcX 1,mean_AcX 2,mean_AcX 3,mean_AcY 1,mean_AcY 2,mean_AcY 3,mean_AcZ 1,mean_AcZ 2,mean_AcZ 3,mean_GyX 1,mean_GyX 2,mean_GyX 3,mean_GyY 1,mean_GyY 2,mean_GyY 3,mean_GyZ 1,mean_GyZ 2,mean_GyZ 3,std_AcX 1,std_AcX 2,std_AcX 3,std_AcY 1,std_AcY 2,std_AcY 3,std_AcZ 1,std_AcZ 2,std_AcZ 3,std_GyX 1,std_GyX 2,std_GyX 3,std_GyY 1,std_GyY 2,std_GyY 3,std_GyZ 1,std_GyZ 2,std_GyZ 3,activity
-2034.0727272727272,-4372.036363636364,-823.8909090909091,8516.318181818182,-6821.854545454546,-1344.9818181818182,-2141.7636363636366,-3474.181818181818,7535.927272727273,-126.50909090909092,-3137.0636363636363,189.20909090909092,1934.3272727272727,-1576.5636363636363,-262.1818181818182,1310.1,853.4545454545455,2822.9545454545455,2805.218862662594,4179.9157971668465,1064.0449011839385,7573.445919109044,9368.04000732507,1239.1462088640503,1917.6376325017134,2903.891126752698,2494.869731374551,3692.111184047942,3085.6647383940776,484.0644227495972,3030.480457284533,3337.896930505447,785.6834104698937,5712.290320719162,5255.943858902405,3109.892358225934,2.0
-1921.4,-5317.290909090909,-663.1272727272727,7542.245454545455,-6276.090909090909,-994.7818181818182,-1227.490909090909,-4106.8,7433.509090909091,716.6,-1247.1272727272728,-160.0818181818182,1206.0363636363636,-109.98181818181818,-24.918181818181818,237.9,-789.6363636363636,1263.4727272727273,3725.449845198684,2224.760245899665,1095.1920554620124,10312.218784429175,2062.630013733369,1154.299601740602,2486.0319230944374,1282.5881844571506,1963.1065952878891,4239.411168804203,3129.4161294200517,432.23241079556817,3252.1517769771863,2985.375027398547,672.8232799428523,7787.678581580011,1644.178091035555,4241.500299977679,2.0
-3025.163636363636,-1684.8363636363636,-886.3272727272728,6464.636363636364,-6277.054545454545,-1397.9818181818182,-1064.4727272727273,-3288.181818181818,7156.109090909091,1381.6,111.14545454545454,-69.32727272727273,-2297.3545454545456,2405.181818181818,600.0363636363636,-980.3363636363637,-1832.1090909090908,-3227.2181818181816,3097.19488783369,3260.6074657876893,1332.8966549933878,7041.79130584266,8586.154379778436,1302.9879088381874,1985.8299282168282,2331.7160367491274,1878.6269422371156,2681.845993137765,3696.161876217898,478.9005990825789,2802.795843070609,2287.962500415115,778.0497171222735,5245.151935189596,5059.155699135891,2494.481634553353,2.0
-2315.690909090909,-3079.818181818182,-1447.8181818181818,8573.072727272727,-6163.963636363636,-1713.4363636363637,-2074.309090909091,-3539.181818181818,7331.636363636364,-185.24545454545455,-2812.5272727272727,236.48181818181817,22.118181818181817,50.018181818181816,263.1909090909091,940.3545454545455,-152.14545454545456,264.6818181818182,2448.301840962999,5228.269865368845,1318.9291123126313,2859.734287431394,9611.512422778384,1493.4588074623205,1392.7694369359235,3443.2131114089507,2298.7505726027184,2188.4723405166933,3970.344250494913,547.8268427791955,4554.19527614987,3803.9349028504635,1029.4084664633594,2658.824759469914,6857.450710837831,4901.290371713478,2.0
-1633.9818181818182,-6456.272727272727,-956.1090909090909,7284.918181818181,-6663.981818181818,-1337.6909090909091,-892.4,-4040.5454545454545,7548.909090909091,-735.2545454545455,-3035.7181818181816,79.49090909090908,2381.8636363636365,-1822.9545454545455,-276.6272727272727,839.6545454545454,1378.3636363636363,3208.681818181818,3501.386078740346,3415.5702995362826,1332.1558695687402,10608.551290120813,4779.28673640328,1576.1230728678665,2648.5110026029893,2875.376932243725,2183.995947987644,3393.218612672698,2986.986152482794,536.4534843082356,3010.8601835756713,2774.5572632448575,636.583720968148,7206.418778279117,4315.550519452927,3068.3487413852317,2.0
-2039.7636363636364,-5232.690909090909,-983.5818181818182,6395.790909090909,-6053.836363636364,-1717.7818181818182,-513.0909090909091,-3583.690909090909,7222.981818181818,1383.009090909091,144.14545454545456,-85.54545454545455,-1261.3363636363636,1362.3818181818183,511.1,-705.9,-2186.0,-1516.7181818181818,3502.132023177967,1752.3380835353275,1170.338260207614,10367.964627197878,5114.394674085493,1504.7861181867684,2476.8178798444897,1756.1346228446491,1689.0646523059509,3260.4255870987554,3460.9369037256724,388.672323695181,3180.070674678538,3092.1036469215887,824.6291943545403,7222.809336275037,4615.102021919696,3969.196878077749,2.0
-2906.2909090909093,-4268.618181818182,-1290.5636363636363,7924.654545454546,-6591.581818181819,-1496.8545454545454,-1291.4,-3398.7818181818184,7171.672727272728,1241.8090909090909,0.7636363636363637,256.94545454545454,-1795.5363636363636,1456.2363636363636,491.03636363636366,-822.4454545454546,-162.98181818181817,-2446.336363636364,2384.4122406902957,4608.071667257196,1198.1344326400465,2710.2347447352686,11495.158139907762,1649.5218581944152,1052.5934568742794,3200.6946756824755,2169.344560037729,2416.4928361553407,4197.69975955939,590.2588159037238,3424.385510044825,3343.5421226523254,1048.981392739666,2732.058213762737,8320.75042068357,3446.0481985688334,2.0
-2130.4545454545455,-5555.836363636364,-1086.0,8212.99090909091,-6163.745454545455,-1250.2727272727273,-2095.836363636364,-3498.4,7485.781818181818,-111.92727272727272,-3157.8818181818183,189.6909090909091,1604.418181818182,-1810.1909090909091,-158.47272727272727,851.2,1850.0545454545454,2701.818181818182,2319.907234181275,5064.521724753076,1435.3909065287596,7590.440571110066,10418.74004634862,1581.0364489449826,2144.0623826036094,3252.401180666369,2626.3837058926697,3355.8411727209204,3485.4808113132776,738.4634630643494,4292.555719724805,2642.9738948783183,789.0521322688487,5479.773050708644,6548.488516563975,3723.094781060553,2.0
-1733.4727272727273,-6746.418181818181,-723.3454545454546,7769.154545454546,-5537.709090909091,-1543.2,-1545.1272727272728,-3811.509090909091,7405.0,235.02727272727273,-1146.4454545454546,-224.1909090909091,1103.2727272727273,-813.5636363636364,21.636363636363637,-246.29090909090908,73.41818181818182,1321.4545454545455,2560.313058660426,2100.57523022891,1342.5397399661695,10953.848527664824,2181.5638733609703,1632.3155488167995,2661.0959810133277,1807.9160516786596,1923.3890496630256,3424.340962364719,4249.129918607645,574.4578075408394,4033.827647440604,2672.2566783603183,674.7501723166301,7696.045720599232,2667.977553339602,4704.679688906208,2.0
-2731.8545454545456,-4824.054545454545,-952.290909090909,7273.727272727273,-5874.418181818181,-1832.4,-660.8545454545455,-3021.7636363636366,7046.763636363637,1338.6363636363637,1024.2545454545455,-71.96363636363637,-2104.5272727272727,2195.8636363636365,545.3727272727273,-969.1727272727272,-1906.3272727272727,-3184.490909090909,2568.8505064128426,3201.8253823159966,1345.990837098722,8154.625736809631,8708.534602103447,1655.3887497283754,1613.5269208468512,3306.367792683668,1682.8482345404377,2334.8165188852645,3838.42986231791,479.3058982865029,2472.6505495450197,3033.2935309727823,756.8246687682679,5426.357611207607,6283.999279713359,2555.7901633366278,2.0
-2293.5636363636363,-5488.254545454545,-1287.909090909091,8524.745454545455,-6492.454545454545,-1696.4727272727273,-2199.2,-3063.2181818181816,7337.945454545455,-222.48181818181817,-1966.590909090909,145.84545454545454,763.5090909090909,428.1363636363636,199.56363636363636,1583.581818181818,-572.9363636363636,641.7454545454545,2425.383424335485,4754.575817876278,1368.357778476578,3091.4432035315085,10051.440391249556,1685.5032359349261,1626.0965687526343,3798.95212437664,2374.0860589301756,2341.9449210657763,3454.561585907312,546.0456388911701,4359.540194156123,4238.159751756057,1015.5984221341238,3747.505789629389,7792.781207662377,4622.262488979266,2.0
-1374.1272727272728,-6857.109090909091,-732.5636363636364,7044.636363636364,-6437.654545454546,-1108.6,-1196.2181818181818,-4126.309090909091,7571.109090909091,-554.0454545454545,-2800.7090909090907,71.07272727272728,2207.809090909091,-2031.790909090909,-332.42727272727274,536.2272727272727,1591.909090909091,3228.8818181818183,3369.7471637257913,3753.4973227292367,1409.7851578893,10890.920713835048,5535.495397779948,1587.312664393961,2544.117312124431,2392.716876255391,2376.910471199783,3153.5188985304067,3142.501219629342,565.0277178895484,2989.276581672485,2501.748098268505,784.240031195122,7432.124335562223,4552.448710799804,2896.8279194877914,2.0
-2178.6,-4051.6363636363635,-812.4181818181818,6371.545454545455,-5381.472727272727,-1275.1818181818182,-493.25454545454545,-4531.709090909091,7268.636363636364,1939.1,-593.0727272727273,-100.72727272727273,-1969.8909090909092,1476.2636363636364,342.8363636363636,-1605.0545454545454,-1590.1,-2072.581818181818,3144.0350744053267,3171.5534843562436,1126.2986555472771,10566.141902439098,3729.822736975069,1255.3375872056254,1964.9474267145329,2512.6127051897574,1511.0256825160643,2797.554743797777,3892.9350500363685,514.4636555603923,2705.6342370066964,3910.9844254292825,806.3906962765149,6452.924858805378,3888.6576392702077,4210.152854883966,2.0
-3243.6363636363635,-2550.690909090909,-1283.1818181818182,7868.654545454546,-6633.981818181818,-1115.6363636363637,-1356.7272727272727,-3617.8727272727274,7361.254545454545,1029.1090909090908,-828.7818181818182,6.5636363636363635,-1401.9272727272728,2026.6636363636364,309.73636363636365,-727.790909090909,-215.9090909090909,-2300.1272727272726,1319.6007159693334,4522.861253967961,846.1155431716724,2249.783732783558,9328.13865285793,1548.3142312456102,1161.2551431266154,4198.452375273301,1814.7126766634367,2463.441208573725,3686.679640350991,483.9872373838108,3698.815755713001,4670.670520828056,1001.5074245381102,2169.9942023192534,7209.897925825749,4030.2003471722232,2.0
-2505.3454545454547,-4161.654545454546,-1173.490909090909,8195.936363636363,-6973.527272727273,-594.8545454545455,-1204.1818181818182,-3761.1454545454544,7492.818181818182,-547.8909090909091,-2885.9636363636364,210.8909090909091,2015.5272727272727,-2218.1272727272726,-170.38181818181818,1267.8909090909092,794.6727272727272,3068.7181818181816,2344.673144254531,4626.246346929586,1158.445774973399,7665.191264028068,8679.713078321396,1545.764570080354,1953.5869209869413,3601.4858697143427,1929.136769654515,3177.0605721339757,2511.618116337364,553.932508942028,3074.046337585014,4469.440912990208,856.1755022064766,5610.640403158423,6056.17598685851,3036.3472077535953,2.0
-2041.5454545454545,-4755.581818181819,-841.7272727272727,7347.490909090909,-6537.2,-604.9090909090909,-552.1272727272727,-4673.090909090909,7409.963636363636,467.8,-826.8727272727273,-185.01818181818183,775.9727272727273,-752.7818181818182,131.6090909090909,128.8,-738.1090909090909,1015.1636363636363,3069.1139693769587,2253.634996589119,1301.6240338975902,10884.737467703411,2301.4955169509794,1206.7641371223413,2374.1638953499973,1189.5052794827584,1477.8860328017224,3582.20990908228,3232.4374903865037,695.5877172554831,3384.883691996981,4219.083339438079,593.6287957891553,7853.804067051605,1931.7521314056012,4521.704098571834,2.0
-2713.3636363636365,-2159.6,-985.3818181818182,6672.281818181818,-6366.163636363636,-1139.4545454545455,-718.4,-3423.6181818181817,7245.745454545455,1498.7181818181818,632.4090909090909,-137.88181818181818,-2402.0545454545454,2447.109090909091,624.8454545454546,-1101.0636363636363,-1693.3090909090909,-3384.163636363636,2851.69441091137,2943.5473070923977,1283.9741641539663,7818.103513503212,8723.197262604695,1338.1297099538438,1850.941515700984,3469.008467145038,1705.1812190356968,2301.673032350868,3327.933315261357,568.5935875924381,2509.256607901535,2968.136043027231,686.1872284437671,5314.6905311038545,5680.523995909109,2383.4399415637313,2.0
-2206.2,-2120.7454545454543,-1423.6909090909091,8237.09090909091,-6654.272727272727,-1220.6909090909091,-1754.4545454545455,-3026.072727272727,7458.636363636364,-188.6818181818182,-1607.6636363636364,152.36363636363637,320.93636363636364,-235.52727272727273,285.8636363636364,1878.1818181818182,-123.38181818181818,439.6454545454545,2355.901463443356,4857.741120083702,1268.3006006281469,2801.827035559133,11094.770412560958,1926.3902830539373,1209.7935709440353,4049.155188451697,2296.65818775998,2191.457364535873,3469.4244277094112,509.3537746680543,4197.918434993646,5239.594281151393,1107.3336318897072,3382.37642435508,7163.7996596293615,4669.643166406856,2.0
-1428.5636363636363,-3337.6363636363635,-1338.7272727272727,7319.6,-7490.163636363636,-1175.9636363636364,-813.2727272727273,-4006.5272727272727,7534.054545454545,-137.56363636363636,-1787.2181818181818,-132.3090909090909,2066.0,-2100.518181818182,-265.8545454545455,954.0545454545454,998.9090909090909,3099.672727272727,3561.828734914062,4279.253156435068,1667.2509049825971,11078.45748386562,7174.420963049303,2078.5536051751897,2161.866949522569,2476.6390668480576,2425.0122767687876,3364.509621238281,2742.6721521565196,513.5099847742106,2722.47372806424,4612.358615190708,883.6156181627603,7721.831450017498,4456.812841126095,3078.698574247628,2.0
-1166.6909090909091,-1639.7818181818182,-1568.2727272727273,6841.872727272727,-6499.8,-1685.0181818181818,-516.4181818181818,-4115.218181818182,7063.454545454545,1537.4454545454546,-865.7363636363636,-13.3,-2345.9454545454546,1267.3454545454545,414.1272727272727,-1278.0545454545454,-1372.8363636363636,-1866.1545454545455,3250.462908978447,1936.1737778028191,1479.2819751431678,10774.314619930878,4318.050435092207,1649.5233415186574,1980.4187086289612,2177.522580539713,1697.9636768593975,2705.40980792984,2842.3313947829156,471.266331764264,2963.5781930152784,3920.831251003157,860.7575744560548,6761.128750352487,4623.172699519971,4139.612691998137,2.0
-1373.6,-2223.5636363636363,-1515.6727272727273,8217.454545454546,-7584.927272727273,-1360.9454545454546,-1326.0,-3180.8727272727274,7215.527272727273,378.0090909090909,-1408.6272727272728,311.53636363636366,-1837.7181818181818,1974.0,302.9,-663.6545454545454,92.60909090909091,-2123.827272727273,1318.0273634902621,4159.2085556733955,1037.3267225210188,1942.6411620002089,10532.768579066253,1415.7184288381877,838.4725072741178,3142.0487181834105,2047.490737948153,1597.6776810873423,3387.395190888745,485.64552499782513,4038.585438968853,3309.1058253909564,1096.257169148321,1159.2954007135982,6968.280218370638,3873.1882729139334,2.0
