AcX 1,AcY 1,AcZ 1,GyX 1,GyY 1,GyZ 1,AcX 2,AcY 2,AcZ 2,GyX 2,GyY 2,GyZ 2,AcX 3,AcY 3,AcZ 3,GyX 3,GyY 3,GyZ 3,voltage,current,power,energy
-574,7958,-2812,6511,5314,-8594,2332,-6150,-1608,-2637,7782,5727,-1334,-520,7662,-239,782,788,5.08,958,4869,0.0
-1766,12436,4262,5105,3471,-7914,2196,-5904,1072,-2151,6889,6083,-406,-1232,9726,-254,644,737,5.08,958,4869,0.2
444,13044,4090,3440,2997,-8380,2114,-4160,1486,-3670,7069,5709,226,-1602,10476,-290,431,656,5.07,1114,5654,0.2
196,11246,1214,4234,5779,-6070,-682,-11380,2776,-5721,6671,3817,716,-1870,10684,-371,-259,496,5.08,948,4820,0.3
2280,22098,1052,2138,-730,-6803,-1988,-16438,5758,-4824,4088,2193,160,-2642,9168,-326,-398,191,5.07,1090,5530,0.4
7214,26340,3880,412,1919,-3123,-2456,-19264,7856,-3606,952,340,336,-2762,8466,-274,-553,41,5.07,1070,5430,0.5
3614,25304,7492,-2382,-235,-304,-1368,-21068,8440,-4870,-8974,-2382,642,-1074,7640,-103,-833,-649,5.08,968,4919,0.6
4492,21742,8272,-2981,-2625,1911,1280,-20250,5874,-3450,-8914,-2025,-692,138,5986,76,-1134,-664,5.06,1114,5643,0.7
5842,19228,6552,-3771,-4761,3872,2230,-18716,4606,-1550,-4185,-2478,-1392,-34,5802,189,-1196,-761,5.07,1095,5554,0.8
5090,14790,3126,-4836,-5741,5765,1738,-15360,3006,-898,-4160,-4827,-1586,-466,6812,292,-867,-1039,5.08,978,4969,0.9
4250,12114,1792,-5187,-6357,7166,2882,-13918,1612,-319,-4840,-5824,-1992,-392,6954,309,-596,-1132,5.07,1119,5678,1.0
4384,10096,104,-5779,-6998,7780,3164,-12742,-610,853,-5429,-6219,-2346,30,7664,291,-472,-1048,5.06,1124,5692,1.0
1082,4634,-1560,-6533,-8352,7473,3452,-8370,-3764,2682,-5227,-6301,-2560,382,8204,244,-214,-714,5.08,963,4894,1.2
2718,2112,-2730,-6149,-8907,7321,5316,-6112,-5284,3724,-3509,-6041,-2688,848,7566,162,-43,-494,5.07,1085,5505,1.2
2934,944,-3152,-6238,-4403,7455,5110,-4266,-5282,4237,-5108,-4739,-2192,416,6900,113,66,-40,5.07,982,4984,1.4
2668,-238,-3964,-6177,-2962,7618,3276,-3256,-5840,5341,-2356,-5153,-1914,-126,6972,55,214,23,5.08,1119,5689,1.4
3926,-2182,-5366,-6753,-2573,6633,3750,-2090,-6626,5502,-2035,-5481,-1846,-138,7066,12,247,101,5.07,1085,5505,1.5
